item_id,image_path,gender,master_category,sub_category,article_type,base_colour,season,usage,product_name
39388,deploy_data/images/39388.jpg,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Peter England Men Black Jeans
14090,deploy_data/images/14090.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Flying Machine Men Stripes Blue Polo Tshirts
53757,deploy_data/images/53757.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Women Speeder Wns Ind White Sports Shoes
37212,deploy_data/images/37212.jpg,Men,Apparel,Topwear,Shirts,Pink,Summer,Casual,United Colors of Benetton Men Pink Shirt
4515,deploy_data/images/4515.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Men's Tarun White Silver Red Shoe
45632,deploy_data/images/45632.jpg,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,Casual,Park Avenue Men Grey Melange Briefs
51000,deploy_data/images/51000.jpg,Women,Apparel,Innerwear,Bra,Maroon,Summer,Casual,Enamor Maroon Bra FB06
7390,deploy_data/images/7390.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Red Tape Men Brown Shoes
35545,deploy_data/images/35545.jpg,Girls,Footwear,Sandal,Sandals,Brown,Summer,Casual,Enroute Teens Brown Sandals
6242,deploy_data/images/6242.jpg,Women,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Lee Women's Rihana Purple T-shirt
47165,deploy_data/images/47165.jpg,Men,Accessories,Belts,Belts,Black,Summer,Casual,Peter England Men Black Belt
17615,deploy_data/images/17615.jpg,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual,Doodle Boys living Upto White Tshirt
48911,deploy_data/images/48911.jpg,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain
29926,deploy_data/images/29926.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Police Men Black Dial Watch PL12778MSU-61
42417,deploy_data/images/42417.jpg,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,Casual,American Tourister Unisex Purple Messenger Bag
3730,deploy_data/images/3730.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Sports,CSK Mens Fangear Yellow Jersey
26152,deploy_data/images/26152.jpg,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,John Miller Men Striped Grey Trousers
12367,deploy_data/images/12367.jpg,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Reid & Taylor Men White Shirt
54572,deploy_data/images/54572.jpg,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Sushilas Women Multi Coloured Kurta
27080,deploy_data/images/27080.jpg,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,Catwalk Women Silver Flats
30037,deploy_data/images/30037.jpg,Men,Accessories,Watches,Watches,Silver,Winter,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS
46285,deploy_data/images/46285.jpg,Women,Apparel,Dress,Dresses,Multi,Summer,Casual,109F Women Multi Coloured Dress
12969,deploy_data/images/12969.jpg,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,ADIDAS Men Snova Glide Blue Sports Shoes
35777,deploy_data/images/35777.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Force 10 Men Black & Green Sports Shoes
51232,deploy_data/images/51232.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Satya Paul Women Green Printed Kaftan
17427,deploy_data/images/17427.jpg,Men,Accessories,Watches,Watches,White,Winter,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274
9804,deploy_data/images/9804.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,John Miller Men Black Checks Shirts
23612,deploy_data/images/23612.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual,Nike Fragrances Women Sensual Touch Perfume
6070,deploy_data/images/6070.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,UCB Women's Young Pigment Blue T-shirt
47357,deploy_data/images/47357.jpg,Women,Accessories,Bags,Mobile Pouch,Purple,Summer,Casual,Baggit Women Purple Phulrani Brush Mobile Pouch
26360,deploy_data/images/26360.jpg,Women,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Arrow Woman Grey T-shirt
12155,deploy_data/images/12155.jpg,Women,Apparel,Bottomwear,Leggings,Beige,Fall,Ethnic,Aurelia Women Solid Beige Leggings
42625,deploy_data/images/42625.jpg,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,Estelle Women Earrings
3502,deploy_data/images/3502.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports,ADIDAS Women's Black T-shirt
30205,deploy_data/images/30205.jpg,Women,Accessories,Bags,Handbags,Pink,Summer,Casual,Nike Women Track Tote Pink Handbag
9038,deploy_data/images/9038.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Buckaroo Men Medina Brown Formal Shoes
54740,deploy_data/images/54740.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Spring,Casual,Vans Men Black Era Shoes
13087,deploy_data/images/13087.jpg,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Timberland Unisex Casual Brown Casual Shoes
10602,deploy_data/images/10602.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,Nike Men Football Soccer Red Jerseys
40172,deploy_data/images/40172.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses
33480,deploy_data/images/33480.jpg,Women,Accessories,Belts,Belts,Purple,Spring,Casual,Baggit Women Purple Belt
59863,deploy_data/images/59863.jpg,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,Casual,Olay Women Total Effects Anti-Ageing Eye Cream
32552,deploy_data/images/32552.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Playboy Men Black Shoes
21979,deploy_data/images/21979.jpg,Women,Accessories,Bags,Clutches,Black,Winter,Casual,Murcia Women Casual Black Clutch
56017,deploy_data/images/56017.jpg,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,Colorbar Soft Touch Wood Heart Lipstick 039
20097,deploy_data/images/20097.jpg,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Diva Women Printed White Kurta
53565,deploy_data/images/53565.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Dial Watch
15370,deploy_data/images/15370.jpg,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,Casual,Urban Yoga Women Solid Pink Sweatshirts
39986,deploy_data/images/39986.jpg,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,Gas Men Mila Navy Blue Shoes
21145,deploy_data/images/21145.jpg,Women,Apparel,Topwear,Shirts,Black,Fall,Casual,s.Oliver Women Printed Black Shirt
4727,deploy_data/images/4727.jpg,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Disney Kids Boy's Regatta Annual Blue Teen Kidswear
45400,deploy_data/images/45400.jpg,Women,Footwear,Shoes,Flats,Maroon,Winter,Casual,Rocia Women Maroon Sandals
38434,deploy_data/images/38434.jpg,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,Baggit Women Blue Handbag
53905,deploy_data/images/53905.jpg,Women,Accessories,Bags,Handbags,Beige,Summer,Casual,Kiara Women Beige Handbag
1609,deploy_data/images/1609.jpg,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt
57599,deploy_data/images/57599.jpg,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,Casual,Lotus Herbals Moistpetals Berry Punch Lipstick 121
25985,deploy_data/images/25985.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,Casual,J.Del Pozo Halloween Women Perfume
59403,deploy_data/images/59403.jpg,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,Tokyo Talkies Women White T-shirt
21519,deploy_data/images/21519.jpg,Women,Accessories,Bags,Handbags,White,Winter,Casual,Kiara Women Glossy White Handbag
53139,deploy_data/images/53139.jpg,Women,Footwear,Shoes,Heels,Blue,Winter,Casual,Catwalk Women Blue & White Sandals
29774,deploy_data/images/29774.jpg,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual,Wrangler Men Purple Striped Shirt
3962,deploy_data/images/3962.jpg,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Jealous 21 Women Black Shimmery Falling Neck Top
18033,deploy_data/images/18033.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Lino Perros Women Solid Brown Handbag
17847,deploy_data/images/17847.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men Air Impetus II White Sports Shoe
9464,deploy_data/images/9464.jpg,Men,Apparel,Topwear,Shirts,White,Fall,Formal,John Miller Men  White Shirt
48743,deploy_data/images/48743.jpg,Men,Accessories,Jewellery,Bangle,Steel,Summer,Casual,Revv Men Steel Bangle
16995,deploy_data/images/16995.jpg,Women,Footwear,Sandal,Sports Sandals,Black,Winter,Casual,Rocia Women Casual Black Sandal
12509,deploy_data/images/12509.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Casual Brown Casual Shoes
17249,deploy_data/images/17249.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,U.S. Polo Assn. Men Printed Limoges Blue Tshirt
47539,deploy_data/images/47539.jpg,Women,Footwear,Shoes,Flats,White,Winter,Casual,Portia Women White Flats
29546,deploy_data/images/29546.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Classic Polo Men Black T-shirt
42877,deploy_data/images/42877.jpg,Women,Accessories,Wallets,Wallets,Maroon,Summer,Casual,French Connection Women Maroon Wallet
9656,deploy_data/images/9656.jpg,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,Indigo Nation Men Bling Technification Red Black Shirts
23840,deploy_data/images/23840.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,ADIDAS Men Brown Shoes
43199,deploy_data/images/43199.jpg,Men,Accessories,Watches,Watches,Metallic,Winter,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01
18201,deploy_data/images/18201.jpg,Men,Apparel,Topwear,Jackets,Olive,Fall,Casual,Nike Men Casual Olive Jacket
35925,deploy_data/images/35925.jpg,Women,Accessories,Bags,Clutches,Yellow,Summer,Casual,Peperone Women Yellow Clutch
8784,deploy_data/images/8784.jpg,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Fastrack Unisex Brown Sunglasses
4975,deploy_data/images/4975.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boy's Kent Pack of 3 Tee Kidswear
56679,deploy_data/images/56679.jpg,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Portia Women Brown Sandals
24259,deploy_data/images/24259.jpg,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,Casual,Numero Uno Men Navy Blue Shoes
38606,deploy_data/images/38606.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Nike Men Printed Boxed White T-shirt
59631,deploy_data/images/59631.jpg,Women,Apparel,Saree,Sarees,Red,Fall,Ethnic,FNF Red & Gold Collection for Wedding Sari
4149,deploy_data/images/4149.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Free White Pink Shoe
10850,deploy_data/images/10850.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Wrangler Men Famous Filafil Blue T-Shirts
26956,deploy_data/images/26956.jpg,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Jealous 21 Women Black Top
29122,deploy_data/images/29122.jpg,Unisex,Accessories,Headwear,Caps,Black,Summer,Casual,Puma Unisex Cat Logo Black Cap
51038,deploy_data/images/51038.jpg,Women,Apparel,Innerwear,Briefs,Lavender,Summer,Casual,Enamor Women Lupine Coloured Briefs
30833,deploy_data/images/30833.jpg,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,Fabindia Women Beige Kurta
48929,deploy_data/images/48929.jpg,Women,Accessories,Jewellery,Ring,Silver,Fall,Casual,Lucera Women Silver Ring
27884,deploy_data/images/27884.jpg,Women,Apparel,Topwear,Shirts,Blue,Summer,Formal,Scullers For Her Blue Shirt
55498,deploy_data/images/55498.jpg,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual,Revlon ColorBurst Strawberry Lip Gloss 06
3708,deploy_data/images/3708.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Classic Polo Men's Navy Grey Stripe T-shirt
48115,deploy_data/images/48115.jpg,Women,Accessories,Belts,Belts,Black,Summer,Casual,Fossil Women Black Midnight  Belt
18665,deploy_data/images/18665.jpg,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Fila Men Syncro White Shoes
47961,deploy_data/images/47961.jpg,Women,Accessories,Bags,Clutches,Grey,Summer,Casual,French Connection Women Grey Clutch
10408,deploy_data/images/10408.jpg,Women,Apparel,Topwear,Tops,Black,Fall,Casual,United Colors of Benetton Women Solid Black Tops
14894,deploy_data/images/14894.jpg,Women,Accessories,Accessories,Travel Accessory,Black,Summer,Casual,United Colors of Benetton Women Solid Black Bags
15946,deploy_data/images/15946.jpg,Men,Accessories,Ties,Ties,Black,Fall,Formal,Turtle Men Solid Black Ties
1863,deploy_data/images/1863.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Inkfruit Men Night Wolf T-shirt
59255,deploy_data/images/59255.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Titan Men Black Watch
20893,deploy_data/images/20893.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Basics Men Black Casual Shoes
58989,deploy_data/images/58989.jpg,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual,Cavallini Men Deo
38050,deploy_data/images/38050.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Digital Watch M119J003Y
39182,deploy_data/images/39182.jpg,Women,Apparel,Topwear,Kurtas,Magenta,Summer,Ethnic,Aneri Women Magenta & Black Kurta
41098,deploy_data/images/41098.jpg,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,Allen Solly Woman Cream Top
21941,deploy_data/images/21941.jpg,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Murcia Women Casual Black Handbag
56813,deploy_data/images/56813.jpg,Women,Apparel,Topwear,Kurtis,Multi,Summer,Ethnic,Aneri Women Multi Coloured Kurti
59067,deploy_data/images/59067.jpg,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,Peri Peri Women Black Bra
15348,deploy_data/images/15348.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts
12951,deploy_data/images/12951.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Basics Men Blue Slim Fit Checked Shirt
6048,deploy_data/images/6048.jpg,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,UCB Men Ben Logo Black Shirt
13883,deploy_data/images/13883.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Scullers Men Check Purple Shirts
19585,deploy_data/images/19585.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,United Colors of Benetton Women Solid Blue Top
6874,deploy_data/images/6874.jpg,Women,Apparel,Dress,Dresses,Pink,Summer,Casual,Forever New Women Pink Sleeveless Dress
18457,deploy_data/images/18457.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Nautica Blue Men Perfumes
9000,deploy_data/images/9000.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Puma Men Archive Boot WTR Brown Casual Shoes
48327,deploy_data/images/48327.jpg,Women,Accessories,Bags,Handbags,Green,Summer,Casual,Pitaraa Women Green Sling Bag
35589,deploy_data/images/35589.jpg,Men,Footwear,Sandal,Sandals,Olive,Fall,Casual,Gliders Men Yellow Sandals
31915,deploy_data/images/31915.jpg,Women,Accessories,Bags,Clutches,Green,Summer,Casual,Fabindia Women Green Silk Clutch
28004,deploy_data/images/28004.jpg,Men,Apparel,Innerwear,Trunk,Black,Summer,Casual,Jockey ZONE Men Black Modern Trunks US19
27870,deploy_data/images/27870.jpg,Women,Apparel,Topwear,Shirts,White,Fall,Smart Casual,Scullers For Her Women White Striped Shirt
19743,deploy_data/images/19743.jpg,Women,Accessories,Headwear,Caps,Blue,Fall,Casual,United colors of benetton Women Blue Cap
49033,deploy_data/images/49033.jpg,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,Lucera Women Silver Ring
8314,deploy_data/images/8314.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Locomotive Men Check Lafayette Blue Shirts
31129,deploy_data/images/31129.jpg,Girls,Apparel,Dress,Dresses,Magenta,Summer,Casual,Giny and Jony Girls Printed White & Pink Dress
43509,deploy_data/images/43509.jpg,Women,Apparel,Dress,Dresses,Grey Melange,Summer,Casual,French Connection Women Grey Melange Dress
18691,deploy_data/images/18691.jpg,Men,Apparel,Innerwear,Trunk,Black,Summer,Casual,Hanes Men Black Modern Duo Dry Cotton Stretch Trunks
47995,deploy_data/images/47995.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Helix Men Black Watch
38296,deploy_data/images/38296.jpg,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,Reid & Taylor Men Brown Wallet
14860,deploy_data/images/14860.jpg,Women,Accessories,Wallets,Wallets,Charcoal,Summer,Casual,United Colors of Benetton Women Solid Grey Charcoal Wallets
39344,deploy_data/images/39344.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Mr. Men Green T-shirt
1897,deploy_data/images/1897.jpg,Men,Apparel,Topwear,Tshirts,Blue,Winter,Sports,FIFA Men Germany Blue Jersey
52649,deploy_data/images/52649.jpg,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,Mod'acc Women Orange Handbag
57109,deploy_data/images/57109.jpg,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Elle Women Blue Tunic
36902,deploy_data/images/36902.jpg,Men,Accessories,Watches,Watches,Silver,Winter,Casual,Fossil Men Silver-Toned Dial Chronograph Watch FS4643
25529,deploy_data/images/25529.jpg,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Wrangler Men Griffith White Shirt
39176,deploy_data/images/39176.jpg,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,Aneri Women Purple Kurta
40982,deploy_data/images/40982.jpg,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Core White T-shirt
58141,deploy_data/images/58141.jpg,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,Rreverie Silver Earrings
57935,deploy_data/images/57935.jpg,Men,Footwear,Sandal,Sandals,Black,Spring,Casual,Clarks Men Black Leather Closed Sandals
59093,deploy_data/images/59093.jpg,Women,Apparel,Innerwear,Bra,White,Summer,Casual,Peri Peri Women White Bra
41850,deploy_data/images/41850.jpg,Men,Accessories,Socks,Socks,Black,Winter,Casual,Genesis Men Pack of 3 Socks
21189,deploy_data/images/21189.jpg,Unisex,Accessories,Bags,Backpacks,Blue,Summer,Casual,Quiksilver Unisex Blue Backpack
16539,deploy_data/images/16539.jpg,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Basics Men White Slim Fit Striped Shirt
46249,deploy_data/images/46249.jpg,Women,Apparel,Topwear,Tunics,Pink,Summer,Ethnic,Fusion Beats Women Dark Pink Tunic
13877,deploy_data/images/13877.jpg,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,Scullers Men Solid Maroon Shirts
28236,deploy_data/images/28236.jpg,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,Secret Temptation Women Mystery Deo
8126,deploy_data/images/8126.jpg,Men,Accessories,Belts,Belts,Brown,Winter,Casual,Fastrack Men Non Leather Brown Belts
19571,deploy_data/images/19571.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,United Colors of Benetton Men Printed Black TShirt
12199,deploy_data/images/12199.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Basics Men Blue Polo T-shirt
7952,deploy_data/images/7952.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men's Knit Polo Black  Polo T-shirt
6880,deploy_data/images/6880.jpg,Women,Apparel,Topwear,Jackets,Black,Summer,Casual,Forever New Women Long Black Jacket
11378,deploy_data/images/11378.jpg,Men,Apparel,Topwear,Shirts,White,Fall,Formal,United Colors of Benetton Men Summer White Shirts
45894,deploy_data/images/45894.jpg,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,Casual,Maxima Men Black Dial Watch
39512,deploy_data/images/39512.jpg,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Peter England Unisex Black Backpack
52823,deploy_data/images/52823.jpg,Women,Accessories,Jewellery,Earrings,Green,Summer,Casual,Adrika Green Earrings
41408,deploy_data/images/41408.jpg,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Wrangler Women Red Stay Gold Tee Top
33028,deploy_data/images/33028.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Mother Earth Women Printed Blue Kurta
25971,deploy_data/images/25971.jpg,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Femella Women Black Dress
58525,deploy_data/images/58525.jpg,Unisex,Accessories,Accessories,Travel Accessory,Green,Summer,Casual,Wildcraft Unisex Green Chalk Bag
37488,deploy_data/images/37488.jpg,Women,Accessories,Watches,Watches,Silver,Winter,Casual,Esprit Women Silver Dial Watch
2844,deploy_data/images/2844.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Mr.Men Men's Mr.Busy Navy T-shirt
50748,deploy_data/images/50748.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Chief Men Brown Shoes
28652,deploy_data/images/28652.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Men Tiempo Natural IV Black Sports Shoes
29780,deploy_data/images/29780.jpg,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,Basics Men Black Trousers
22368,deploy_data/images/22368.jpg,Men,Apparel,Topwear,Tshirts,Peach,Fall,Casual,Ed Hardy Men Diving Dragon Peach T-Shirt
3996,deploy_data/images/3996.jpg,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Spalding Men Black Flip Flops
19929,deploy_data/images/19929.jpg,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack
2078,deploy_data/images/2078.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports,ADIDAS Women Fitted Black T-shirt
9490,deploy_data/images/9490.jpg,Unisex,Accessories,Bags,Backpacks,Black,Fall,Casual,Puma Unisex Deck Black Backpacks
49665,deploy_data/images/49665.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,United Colors of Benetton Men Sunglass
8542,deploy_data/images/8542.jpg,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,Crocs Women Abf Single Flip Slippers
16961,deploy_data/images/16961.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Image Men Sunglasses
19115,deploy_data/images/19115.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Campbell Men Pack of 3 Solid Tshirts
28460,deploy_data/images/28460.jpg,Women,Apparel,Bottomwear,Shorts,Pink,Summer,Sports,Urban Yoga Women Pink Shorts
23088,deploy_data/images/23088.jpg,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Arrow Sport Men Dk.Grey Brown Trousers
43951,deploy_data/images/43951.jpg,Women,Footwear,Shoes,Heels,Bronze,Winter,Casual,Catwalk Women Bronze Heels
55834,deploy_data/images/55834.jpg,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,Casual,Colorbar Miss Reflective Body Shimmer 001
42883,deploy_data/images/42883.jpg,Women,Accessories,Bags,Handbags,Black,Summer,Casual,French Connection Women Black Sling Bag
48585,deploy_data/images/48585.jpg,Women,Accessories,Jewellery,Bracelet,Silver,Summer,Casual,Lucera Women Silver Bracelet
34803,deploy_data/images/34803.jpg,Men,Accessories,Belts,Belts,Green,Summer,Casual,Flying Machine Men Woven Green Belt
27428,deploy_data/images/27428.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,Jockey Women Black V-neck T-Shirt
55008,deploy_data/images/55008.jpg,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,,Lakme Sheer Satin Lip Gloss 41
19327,deploy_data/images/19327.jpg,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,Myntra Men Solid Blue Sweatshirt
3398,deploy_data/images/3398.jpg,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Murcia Women Black Handbag
39720,deploy_data/images/39720.jpg,Women,Apparel,Dress,Jumpsuit,Olive,Summer,Casual,Arrow Woman Olive Jumpsuit
10098,deploy_data/images/10098.jpg,Men,Accessories,Watches,Watches,White,Winter,Casual,Fastrack Men Analogue Plastic White Watch
5853,deploy_data/images/5853.jpg,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,ADIDAS Women Blue Handbag
11976,deploy_data/images/11976.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Fila Men Paramount Plus Black Shoes
36768,deploy_data/images/36768.jpg,Men,Accessories,Watches,Watches,Gold,Winter,Formal,Maxima Men Gold Dial Watch
44348,deploy_data/images/44348.jpg,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,Indian Terrain Men Brown Check Shirt
14438,deploy_data/images/14438.jpg,Women,Footwear,Shoes,Heels,Yellow,Summer,Casual,Enroute Women Casual Yellow Heels
46282,deploy_data/images/46282.jpg,Women,Apparel,Topwear,Tunics,Yellow,Summer,Casual,109F Women Yellow Tunic
47350,deploy_data/images/47350.jpg,Women,Accessories,Bags,Handbags,Green,Summer,Casual,Baggit Women Green Bag
23615,deploy_data/images/23615.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual,Nike Fragrances Women Basic Perfume
17420,deploy_data/images/17420.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Casio Enticer Men Black Dial Analogue Watch A479
9803,deploy_data/images/9803.jpg,Women,Apparel,Topwear,Tunics,Navy Blue,Fall,Casual,Scullers For Her Women Scullers Top Navy Blue Tops
3505,deploy_data/images/3505.jpg,Women,Footwear,Shoes,Casual Shoes,White,Fall,Casual,ADIDAS Women Adi Light White Fresh Shoe
42622,deploy_data/images/42622.jpg,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual,Estelle Women Earrings
12152,deploy_data/images/12152.jpg,Women,Apparel,Topwear,Kurtis,Purple,Fall,Ethnic,Aurelia Women Printed Purple Kurti
26367,deploy_data/images/26367.jpg,Women,Apparel,Topwear,Shirts,Lavender,Summer,,Arrow Woman Lavender Shirt
18468,deploy_data/images/18468.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Reebok Reelive Women Perfumes
13080,deploy_data/images/13080.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Numero Uno Men Black Casual Shoes
48318,deploy_data/images/48318.jpg,Women,Accessories,Jewellery,Bracelet,Silver,Winter,Casual,Pitaraa Silver Omelette Thin Bracelet
30202,deploy_data/images/30202.jpg,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,Casual,Nike Unisex Classic Turf Navy Blue Backpack
33487,deploy_data/images/33487.jpg,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,Doodle Kids Boy Check Red Shirt
